crop,country_iso,geo_level,geo_id,geo_display_name,metric_date,TELLUSCHIN
corn,USA,level_1,0,UNITED STATES,2/4/10,0.027860212
corn,USA,level_1,0,UNITED STATES,2/5/10,0.035883717
corn,USA,level_1,0,UNITED STATES,2/6/10,0.033073423
corn,USA,level_1,0,UNITED STATES,2/7/10,0.031172306
corn,USA,level_1,0,UNITED STATES,2/8/10,0.040094957
corn,USA,level_1,0,UNITED STATES,2/9/10,0.040812173
corn,USA,level_1,0,UNITED STATES,2/10/10,0.041860413
corn,USA,level_1,0,UNITED STATES,2/11/10,0.039812374
corn,USA,level_1,0,UNITED STATES,2/12/10,0.03216362
corn,USA,level_1,0,UNITED STATES,2/13/10,0.03134221
corn,USA,level_1,0,UNITED STATES,2/14/10,0.031601238
corn,USA,level_1,0,UNITED STATES,2/15/10,0.032995442
corn,USA,level_1,0,UNITED STATES,2/16/10,0.025025958
corn,USA,level_1,0,UNITED STATES,2/17/10,0.02374463
corn,USA,level_1,0,UNITED STATES,2/18/10,0.019097953
corn,USA,level_1,0,UNITED STATES,2/19/10,0.025211618
corn,USA,level_1,0,UNITED STATES,2/20/10,0.018570764
corn,USA,level_1,0,UNITED STATES,2/21/10,0.015799093
corn,USA,level_1,0,UNITED STATES,2/22/10,0.012683188
corn,USA,level_1,0,UNITED STATES,2/23/10,0.016634051
corn,USA,level_1,0,UNITED STATES,2/24/10,0.015955571
corn,USA,level_1,0,UNITED STATES,2/25/10,0.021538354
corn,USA,level_1,0,UNITED STATES,2/26/10,0.020173835
corn,USA,level_1,0,UNITED STATES,2/27/10,0.020039666
corn,USA,level_1,0,UNITED STATES,2/28/10,0.014937835
corn,USA,level_1,0,UNITED STATES,3/1/10,0.019580923
corn,USA,level_1,0,UNITED STATES,3/2/10,0.021317259
corn,USA,level_1,0,UNITED STATES,3/3/10,0.016229238
corn,USA,level_1,0,UNITED STATES,3/4/10,0.01670884
corn,USA,level_1,0,UNITED STATES,3/5/10,0.018458031
corn,USA,level_1,0,UNITED STATES,3/6/10,0.01610536
corn,USA,level_1,0,UNITED STATES,3/7/10,0.023811012
corn,USA,level_1,0,UNITED STATES,3/8/10,0.019863082
corn,USA,level_1,0,UNITED STATES,3/9/10,0.018010517
corn,USA,level_1,0,UNITED STATES,3/10/10,0.02258694
corn,USA,level_1,0,UNITED STATES,3/11/10,0.031156969
corn,USA,level_1,0,UNITED STATES,3/12/10,0.02673583
corn,USA,level_1,0,UNITED STATES,3/13/10,0.035600916
corn,USA,level_1,0,UNITED STATES,3/14/10,0.03534944
corn,USA,level_1,0,UNITED STATES,3/15/10,0.039772193
corn,USA,level_1,0,UNITED STATES,3/16/10,0.041127253
corn,USA,level_1,0,UNITED STATES,3/17/10,0.039165174
corn,USA,level_1,0,UNITED STATES,3/18/10,0.039706242
corn,USA,level_1,0,UNITED STATES,3/19/10,0.038395726
corn,USA,level_1,0,UNITED STATES,3/20/10,0.046059837
corn,USA,level_1,0,UNITED STATES,3/21/10,0.049987557
corn,USA,level_1,0,UNITED STATES,3/22/10,0.054230044
corn,USA,level_1,0,UNITED STATES,3/23/10,0.058540481
corn,USA,level_1,0,UNITED STATES,3/24/10,0.057745014
corn,USA,level_1,0,UNITED STATES,3/25/10,0.058461797
corn,USA,level_1,0,UNITED STATES,3/26/10,0.058938757
corn,USA,level_1,0,UNITED STATES,3/27/10,0.067980369
corn,USA,level_1,0,UNITED STATES,3/28/10,0.065487513
corn,USA,level_1,0,UNITED STATES,3/29/10,0.064942413
corn,USA,level_1,0,UNITED STATES,3/30/10,0.067984997
corn,USA,level_1,0,UNITED STATES,3/31/10,0.065906505
corn,USA,level_1,0,UNITED STATES,4/1/10,0.062115518
corn,USA,level_1,0,UNITED STATES,4/2/10,0.061897878
corn,USA,level_1,0,UNITED STATES,4/3/10,0.06496518
corn,USA,level_1,0,UNITED STATES,4/4/10,0.068822342
corn,USA,level_1,0,UNITED STATES,4/5/10,0.061631993
corn,USA,level_1,0,UNITED STATES,4/6/10,0.066440851
corn,USA,level_1,0,UNITED STATES,4/7/10,0.069282139
corn,USA,level_1,0,UNITED STATES,4/8/10,0.070173964
corn,USA,level_1,0,UNITED STATES,4/9/10,0.06782273
corn,USA,level_1,0,UNITED STATES,4/10/10,0.071514821
corn,USA,level_1,0,UNITED STATES,4/11/10,0.075187647
corn,USA,level_1,0,UNITED STATES,4/12/10,0.077841297
corn,USA,level_1,0,UNITED STATES,4/13/10,0.077841568
corn,USA,level_1,0,UNITED STATES,4/14/10,0.071954438
corn,USA,level_1,0,UNITED STATES,4/15/10,0.072684579
corn,USA,level_1,0,UNITED STATES,4/16/10,0.083117839
corn,USA,level_1,0,UNITED STATES,4/17/10,0.080013024
corn,USA,level_1,0,UNITED STATES,4/18/10,0.078128024
corn,USA,level_1,0,UNITED STATES,4/19/10,0.08693741
corn,USA,level_1,0,UNITED STATES,4/20/10,0.085240025
corn,USA,level_1,0,UNITED STATES,4/21/10,0.086641109
corn,USA,level_1,0,UNITED STATES,4/22/10,0.090408775
corn,USA,level_1,0,UNITED STATES,4/23/10,0.090814548
corn,USA,level_1,0,UNITED STATES,4/24/10,0.095451722
corn,USA,level_1,0,UNITED STATES,4/25/10,0.099371758
corn,USA,level_1,0,UNITED STATES,4/26/10,0.101350485
corn,USA,level_1,0,UNITED STATES,4/27/10,0.101702607
corn,USA,level_1,0,UNITED STATES,4/28/10,0.104063908
corn,USA,level_1,0,UNITED STATES,4/29/10,0.100965068
corn,USA,level_1,0,UNITED STATES,4/30/10,0.104060571
corn,USA,level_1,0,UNITED STATES,5/1/10,0.107800798
corn,USA,level_1,0,UNITED STATES,5/2/10,0.107783938
corn,USA,level_1,0,UNITED STATES,5/3/10,0.108854118
corn,USA,level_1,0,UNITED STATES,5/4/10,0.104222132
corn,USA,level_1,0,UNITED STATES,5/5/10,0.106213017
corn,USA,level_1,0,UNITED STATES,5/6/10,0.107645715
corn,USA,level_1,0,UNITED STATES,5/7/10,0.109354957
corn,USA,level_1,0,UNITED STATES,5/8/10,0.109130033
corn,USA,level_1,0,UNITED STATES,5/9/10,0.115386632
corn,USA,level_1,0,UNITED STATES,5/10/10,0.116773967
corn,USA,level_1,0,UNITED STATES,5/11/10,0.111921766
corn,USA,level_1,0,UNITED STATES,5/12/10,0.121858299
corn,USA,level_1,0,UNITED STATES,5/13/10,0.121069686
corn,USA,level_1,0,UNITED STATES,5/14/10,0.115841184
corn,USA,level_1,0,UNITED STATES,5/15/10,0.122615635
corn,USA,level_1,0,UNITED STATES,5/16/10,0.119947291
corn,USA,level_1,0,UNITED STATES,5/17/10,0.12270828
corn,USA,level_1,0,UNITED STATES,5/18/10,0.123053386
corn,USA,level_1,0,UNITED STATES,5/19/10,0.120415674
corn,USA,level_1,0,UNITED STATES,5/20/10,0.128709435
corn,USA,level_1,0,UNITED STATES,5/21/10,0.128480225
corn,USA,level_1,0,UNITED STATES,5/22/10,0.125245624
corn,USA,level_1,0,UNITED STATES,5/23/10,0.13381983
corn,USA,level_1,0,UNITED STATES,5/24/10,0.129486896
corn,USA,level_1,0,UNITED STATES,5/25/10,0.133954606
corn,USA,level_1,0,UNITED STATES,5/26/10,0.13005206
corn,USA,level_1,0,UNITED STATES,5/27/10,0.134202884
corn,USA,level_1,0,UNITED STATES,5/28/10,0.135262147
corn,USA,level_1,0,UNITED STATES,5/29/10,0.136309275
corn,USA,level_1,0,UNITED STATES,5/30/10,0.145201838
corn,USA,level_1,0,UNITED STATES,5/31/10,0.144672385
corn,USA,level_1,0,UNITED STATES,6/1/10,0.1451961
corn,USA,level_1,0,UNITED STATES,6/2/10,0.15183116
corn,USA,level_1,0,UNITED STATES,6/3/10,0.152115952
corn,USA,level_1,0,UNITED STATES,6/4/10,0.155154659
corn,USA,level_1,0,UNITED STATES,6/5/10,0.149354972
corn,USA,level_1,0,UNITED STATES,6/6/10,0.161253272
corn,USA,level_1,0,UNITED STATES,6/7/10,0.155087441
corn,USA,level_1,0,UNITED STATES,6/8/10,0.158310334
corn,USA,level_1,0,UNITED STATES,6/9/10,0.164856984
corn,USA,level_1,0,UNITED STATES,6/10/10,0.16959965
corn,USA,level_1,0,UNITED STATES,6/11/10,0.170708483
corn,USA,level_1,0,UNITED STATES,6/12/10,0.177923867
corn,USA,level_1,0,UNITED STATES,6/13/10,0.181512458
corn,USA,level_1,0,UNITED STATES,6/14/10,0.181100598
corn,USA,level_1,0,UNITED STATES,6/15/10,0.186297965
corn,USA,level_1,0,UNITED STATES,6/16/10,0.18933491
corn,USA,level_1,0,UNITED STATES,6/17/10,0.195264769
corn,USA,level_1,0,UNITED STATES,6/18/10,0.198096011
corn,USA,level_1,0,UNITED STATES,6/19/10,0.200624969
corn,USA,level_1,0,UNITED STATES,6/20/10,0.217350553
corn,USA,level_1,0,UNITED STATES,6/21/10,0.219724536
corn,USA,level_1,0,UNITED STATES,6/22/10,0.224566711
corn,USA,level_1,0,UNITED STATES,6/23/10,0.235717133
corn,USA,level_1,0,UNITED STATES,6/24/10,0.24685318
corn,USA,level_1,0,UNITED STATES,6/25/10,0.260428443
corn,USA,level_1,0,UNITED STATES,6/27/10,0.279254408
corn,USA,level_1,0,UNITED STATES,6/28/10,0.291809391
corn,USA,level_1,0,UNITED STATES,6/29/10,0.306336854
corn,USA,level_1,0,UNITED STATES,6/30/10,0.321955813
corn,USA,level_1,0,UNITED STATES,7/1/10,0.326866558
corn,USA,level_1,0,UNITED STATES,7/2/10,0.336067264
corn,USA,level_1,0,UNITED STATES,7/3/10,0.338315997
corn,USA,level_1,0,UNITED STATES,7/4/10,0.348456538
corn,USA,level_1,0,UNITED STATES,7/5/10,0.356346956
corn,USA,level_1,0,UNITED STATES,7/6/10,0.364197551
corn,USA,level_1,0,UNITED STATES,7/7/10,0.364511182
corn,USA,level_1,0,UNITED STATES,7/8/10,0.382021201
corn,USA,level_1,0,UNITED STATES,7/9/10,0.385462659
corn,USA,level_1,0,UNITED STATES,7/10/10,0.395057599
corn,USA,level_1,0,UNITED STATES,7/11/10,0.40105831
corn,USA,level_1,0,UNITED STATES,7/12/10,0.41262911
corn,USA,level_1,0,UNITED STATES,7/13/10,0.421799253
corn,USA,level_1,0,UNITED STATES,7/14/10,0.427147706
corn,USA,level_1,0,UNITED STATES,7/15/10,0.42877599
corn,USA,level_1,0,UNITED STATES,7/16/10,0.440970737
corn,USA,level_1,0,UNITED STATES,7/17/10,0.44317943
corn,USA,level_1,0,UNITED STATES,7/18/10,0.455422162
corn,USA,level_1,0,UNITED STATES,7/19/10,0.460397354
corn,USA,level_1,0,UNITED STATES,7/20/10,0.478102991
corn,USA,level_1,0,UNITED STATES,7/21/10,0.480674529
corn,USA,level_1,0,UNITED STATES,7/22/10,0.488079187
corn,USA,level_1,0,UNITED STATES,7/23/10,0.495763644
corn,USA,level_1,0,UNITED STATES,7/24/10,0.502307871
corn,USA,level_1,0,UNITED STATES,7/25/10,0.510442783
corn,USA,level_1,0,UNITED STATES,7/26/10,0.518614452
corn,USA,level_1,0,UNITED STATES,7/27/10,0.526236575
corn,USA,level_1,0,UNITED STATES,7/28/10,0.527412425
corn,USA,level_1,0,UNITED STATES,7/29/10,0.537098167
corn,USA,level_1,0,UNITED STATES,7/30/10,0.546222755
corn,USA,level_1,0,UNITED STATES,7/31/10,0.542744332
corn,USA,level_1,0,UNITED STATES,8/1/10,0.547535585
corn,USA,level_1,0,UNITED STATES,8/2/10,0.549519008
corn,USA,level_1,0,UNITED STATES,8/3/10,0.55233364
corn,USA,level_1,0,UNITED STATES,8/4/10,0.559519388
corn,USA,level_1,0,UNITED STATES,8/5/10,0.560134116
corn,USA,level_1,0,UNITED STATES,8/6/10,0.557444779
corn,USA,level_1,0,UNITED STATES,8/7/10,0.569080387
corn,USA,level_1,0,UNITED STATES,8/8/10,0.568626175
corn,USA,level_1,0,UNITED STATES,8/9/10,0.567191048
corn,USA,level_1,0,UNITED STATES,8/10/10,0.568492126
corn,USA,level_1,0,UNITED STATES,8/11/10,0.567270889
corn,USA,level_1,0,UNITED STATES,8/12/10,0.569368619
corn,USA,level_1,0,UNITED STATES,8/13/10,0.561135785
corn,USA,level_1,0,UNITED STATES,8/14/10,0.564222884
corn,USA,level_1,0,UNITED STATES,8/15/10,0.561962305
corn,USA,level_1,0,UNITED STATES,8/16/10,0.550342631
corn,USA,level_1,0,UNITED STATES,8/17/10,0.553774434
corn,USA,level_1,0,UNITED STATES,8/18/10,0.551578461
corn,USA,level_1,0,UNITED STATES,8/19/10,0.543029592
corn,USA,level_1,0,UNITED STATES,8/20/10,0.538044752
corn,USA,level_1,0,UNITED STATES,8/21/10,0.535849163
corn,USA,level_1,0,UNITED STATES,8/22/10,0.532105715
corn,USA,level_1,0,UNITED STATES,8/23/10,0.52548876
corn,USA,level_1,0,UNITED STATES,8/24/10,0.528138662
corn,USA,level_1,0,UNITED STATES,8/25/10,0.516580741
corn,USA,level_1,0,UNITED STATES,8/26/10,0.520144044
corn,USA,level_1,0,UNITED STATES,8/27/10,0.50607924
corn,USA,level_1,0,UNITED STATES,8/28/10,0.507775475
corn,USA,level_1,0,UNITED STATES,8/29/10,0.493389374
corn,USA,level_1,0,UNITED STATES,8/30/10,0.485203409
corn,USA,level_1,0,UNITED STATES,8/31/10,0.478225683
corn,USA,level_1,0,UNITED STATES,9/1/10,0.47508835
corn,USA,level_1,0,UNITED STATES,9/2/10,0.464571649
corn,USA,level_1,0,UNITED STATES,9/3/10,0.45558868
corn,USA,level_1,0,UNITED STATES,9/4/10,0.450324553
corn,USA,level_1,0,UNITED STATES,9/5/10,0.446811849
corn,USA,level_1,0,UNITED STATES,9/6/10,0.425652737
corn,USA,level_1,0,UNITED STATES,9/7/10,0.41778515
corn,USA,level_1,0,UNITED STATES,9/8/10,0.414365074
corn,USA,level_1,0,UNITED STATES,9/9/10,0.40157941
corn,USA,level_1,0,UNITED STATES,9/10/10,0.398086237
corn,USA,level_1,0,UNITED STATES,9/11/10,0.393373578
corn,USA,level_1,0,UNITED STATES,9/12/10,0.387324194
corn,USA,level_1,0,UNITED STATES,9/13/10,0.371834127
corn,USA,level_1,0,UNITED STATES,9/14/10,0.370244992
corn,USA,level_1,0,UNITED STATES,9/15/10,0.361298626
corn,USA,level_1,0,UNITED STATES,9/16/10,0.339039758
corn,USA,level_1,0,UNITED STATES,9/17/10,0.326594631
corn,USA,level_1,0,UNITED STATES,9/18/10,0.314986456
corn,USA,level_1,0,UNITED STATES,9/19/10,0.303772853
corn,USA,level_1,0,UNITED STATES,9/20/10,0.290463237
corn,USA,level_1,0,UNITED STATES,9/21/10,0.283826742
corn,USA,level_1,0,UNITED STATES,9/22/10,0.271999891
corn,USA,level_1,0,UNITED STATES,9/23/10,0.257838813
corn,USA,level_1,0,UNITED STATES,9/24/10,0.253747659
corn,USA,level_1,0,UNITED STATES,9/25/10,0.242475071
corn,USA,level_1,0,UNITED STATES,9/26/10,0.238074547
corn,USA,level_1,0,UNITED STATES,9/27/10,0.229903604
corn,USA,level_1,0,UNITED STATES,9/28/10,0.217891145
corn,USA,level_1,0,UNITED STATES,9/29/10,0.211928855
corn,USA,level_1,0,UNITED STATES,9/30/10,0.200219489
corn,USA,level_1,0,UNITED STATES,10/1/10,0.199375347
corn,USA,level_1,0,UNITED STATES,10/2/10,0.188701639
corn,USA,level_1,0,UNITED STATES,10/3/10,0.179352489
corn,USA,level_1,0,UNITED STATES,10/4/10,0.17186566
corn,USA,level_1,0,UNITED STATES,10/5/10,0.166048076
corn,USA,level_1,0,UNITED STATES,10/6/10,0.150561332
corn,USA,level_1,0,UNITED STATES,10/7/10,0.143236697
corn,USA,level_1,0,UNITED STATES,10/8/10,0.131258526
corn,USA,level_1,0,UNITED STATES,10/9/10,0.130350585
corn,USA,level_1,0,UNITED STATES,10/10/10,0.12609159
corn,USA,level_1,0,UNITED STATES,10/11/10,0.125678028
corn,USA,level_1,0,UNITED STATES,10/12/10,0.123239584
corn,USA,level_1,0,UNITED STATES,10/13/10,0.121604877
corn,USA,level_1,0,UNITED STATES,10/14/10,0.119028792
corn,USA,level_1,0,UNITED STATES,10/15/10,0.113801402
corn,USA,level_1,0,UNITED STATES,10/16/10,0.114417862
corn,USA,level_1,0,UNITED STATES,10/17/10,0.113503406
corn,USA,level_1,0,UNITED STATES,10/18/10,0.115755402
corn,USA,level_1,0,UNITED STATES,10/19/10,0.109278148
corn,USA,level_1,0,UNITED STATES,10/20/10,0.116110212
corn,USA,level_1,0,UNITED STATES,10/21/10,0.115528143
corn,USA,level_1,0,UNITED STATES,10/22/10,0.10675064
corn,USA,level_1,0,UNITED STATES,10/23/10,0.112414301
corn,USA,level_1,0,UNITED STATES,10/24/10,0.109375186
corn,USA,level_1,0,UNITED STATES,10/25/10,0.110180669
corn,USA,level_1,0,UNITED STATES,10/26/10,0.111637061
corn,USA,level_1,0,UNITED STATES,10/27/10,0.103412891
corn,USA,level_1,0,UNITED STATES,10/28/10,0.103106976
corn,USA,level_1,0,UNITED STATES,10/30/10,0.108121613
corn,USA,level_1,0,UNITED STATES,10/31/10,0.101860296
corn,USA,level_1,0,UNITED STATES,11/1/10,0.109082951
corn,USA,level_1,0,UNITED STATES,11/2/10,0.108823934
corn,USA,level_1,0,UNITED STATES,11/3/10,0.105209343
corn,USA,level_1,0,UNITED STATES,11/4/10,0.099455484
corn,USA,level_1,0,UNITED STATES,11/5/10,0.103690727
corn,USA,level_1,0,UNITED STATES,11/6/10,0.097745988
corn,USA,level_1,0,UNITED STATES,11/7/10,0.096735421
corn,USA,level_1,0,UNITED STATES,11/8/10,0.10106074
corn,USA,level_1,0,UNITED STATES,11/9/10,0.097802915
corn,USA,level_1,0,UNITED STATES,11/10/10,0.092540187
corn,USA,level_1,0,UNITED STATES,11/11/10,0.096714816
corn,USA,level_1,0,UNITED STATES,11/12/10,0.093282663
corn,USA,level_1,0,UNITED STATES,11/13/10,0.091428439
corn,USA,level_1,0,UNITED STATES,11/14/10,0.086570075
corn,USA,level_1,0,UNITED STATES,11/15/10,0.091999177
corn,USA,level_1,0,UNITED STATES,11/16/10,0.088554758
corn,USA,level_1,0,UNITED STATES,11/17/10,0.088764847
corn,USA,level_1,0,UNITED STATES,11/18/10,0.091473461
corn,USA,level_1,0,UNITED STATES,11/19/10,0.084533561
corn,USA,level_1,0,UNITED STATES,11/20/10,0.085825717
corn,USA,level_1,0,UNITED STATES,11/21/10,0.084818636
corn,USA,level_1,0,UNITED STATES,11/22/10,0.081242757
corn,USA,level_1,0,UNITED STATES,11/23/10,0.086166714
corn,USA,level_1,0,UNITED STATES,11/24/10,0.087329382
corn,USA,level_1,0,UNITED STATES,11/25/10,0.088660325
corn,USA,level_1,0,UNITED STATES,11/26/10,0.088048997
corn,USA,level_1,0,UNITED STATES,11/27/10,0.087532574
corn,USA,level_1,0,UNITED STATES,11/28/10,0.083682701
corn,USA,level_1,0,UNITED STATES,11/29/10,0.081538288
corn,USA,level_1,0,UNITED STATES,11/30/10,0.078918213
corn,USA,level_1,0,UNITED STATES,12/1/10,0.082020661
corn,USA,level_1,0,UNITED STATES,12/2/10,0.077098831
corn,USA,level_1,0,UNITED STATES,12/3/10,0.083132767
corn,USA,level_1,0,UNITED STATES,12/4/10,0.079736245
corn,USA,level_1,0,UNITED STATES,12/5/10,0.079624742
corn,USA,level_1,0,UNITED STATES,12/6/10,0.081122956
corn,USA,level_1,0,UNITED STATES,12/7/10,0.077521023
corn,USA,level_1,0,UNITED STATES,12/8/10,0.079444026
corn,USA,level_1,0,UNITED STATES,12/9/10,0.075859198
corn,USA,level_1,0,UNITED STATES,12/10/10,0.078404489
corn,USA,level_1,0,UNITED STATES,12/11/10,0.081297663
corn,USA,level_1,0,UNITED STATES,12/12/10,0.080902792
corn,USA,level_1,0,UNITED STATES,12/13/10,0.081627663
corn,USA,level_1,0,UNITED STATES,12/14/10,0.079705112
corn,USA,level_1,0,UNITED STATES,12/15/10,0.086032578
corn,USA,level_1,0,UNITED STATES,12/16/10,0.084318037
corn,USA,level_1,0,UNITED STATES,12/17/10,0.081615959
corn,USA,level_1,0,UNITED STATES,12/18/10,0.083740213
corn,USA,level_1,0,UNITED STATES,12/19/10,0.081150188
corn,USA,level_1,0,UNITED STATES,12/20/10,0.084270317
corn,USA,level_1,0,UNITED STATES,12/21/10,0.079304945
corn,USA,level_1,0,UNITED STATES,12/22/10,0.081317386
corn,USA,level_1,0,UNITED STATES,12/23/10,0.08284309
corn,USA,level_1,0,UNITED STATES,12/25/10,0.078105821
corn,USA,level_1,0,UNITED STATES,12/26/10,0.081079833
corn,USA,level_1,0,UNITED STATES,12/27/10,0.069672427
corn,USA,level_1,0,UNITED STATES,12/28/10,0.06795204
corn,USA,level_1,0,UNITED STATES,12/29/10,0.072202125
corn,USA,level_1,0,UNITED STATES,12/30/10,0.067194857
corn,USA,level_1,0,UNITED STATES,12/31/10,0.069232983
corn,USA,level_1,0,UNITED STATES,1/1/11,0.060835556
corn,USA,level_1,0,UNITED STATES,1/2/11,0.065173069
corn,USA,level_1,0,UNITED STATES,1/3/11,0.060442613
corn,USA,level_1,0,UNITED STATES,1/4/11,0.056250565
corn,USA,level_1,0,UNITED STATES,1/5/11,0.055621847
corn,USA,level_1,0,UNITED STATES,1/6/11,0.054263895
corn,USA,level_1,0,UNITED STATES,1/7/11,0.057613238
corn,USA,level_1,0,UNITED STATES,1/8/11,0.055720844
corn,USA,level_1,0,UNITED STATES,1/9/11,0.051990433
corn,USA,level_1,0,UNITED STATES,1/10/11,0.058340982
corn,USA,level_1,0,UNITED STATES,1/11/11,0.062792667
corn,USA,level_1,0,UNITED STATES,1/12/11,0.061669066
corn,USA,level_1,0,UNITED STATES,1/13/11,0.061284237
corn,USA,level_1,0,UNITED STATES,1/14/11,0.063695444
corn,USA,level_1,0,UNITED STATES,1/16/11,0.072628981
corn,USA,level_1,0,UNITED STATES,1/17/11,0.070697966
corn,USA,level_1,0,UNITED STATES,1/18/11,0.067918846
corn,USA,level_1,0,UNITED STATES,1/19/11,0.071645459
corn,USA,level_1,0,UNITED STATES,1/20/11,0.074241418
corn,USA,level_1,0,UNITED STATES,1/21/11,0.069889498
corn,USA,level_1,0,UNITED STATES,1/22/11,0.063808345
corn,USA,level_1,0,UNITED STATES,1/23/11,0.057848945
corn,USA,level_1,0,UNITED STATES,1/24/11,0.052037376
corn,USA,level_1,0,UNITED STATES,1/25/11,0.048289385
corn,USA,level_1,0,UNITED STATES,1/26/11,0.044504966
corn,USA,level_1,0,UNITED STATES,1/27/11,0.034160791
corn,USA,level_1,0,UNITED STATES,1/28/11,0.027851359
corn,USA,level_1,0,UNITED STATES,1/29/11,0.026824263
corn,USA,level_1,0,UNITED STATES,1/30/11,0.028728159
corn,USA,level_1,0,UNITED STATES,1/31/11,0.017461268
corn,USA,level_1,0,UNITED STATES,2/1/11,0.020541599
corn,USA,level_1,0,UNITED STATES,2/2/11,0.018627179
corn,USA,level_1,0,UNITED STATES,2/3/11,0.018047765
corn,USA,level_1,0,UNITED STATES,2/4/11,0.026026365
corn,USA,level_1,0,UNITED STATES,2/5/11,0.026893128
corn,USA,level_1,0,UNITED STATES,2/6/11,0.023799964
corn,USA,level_1,0,UNITED STATES,2/7/11,0.019035777
corn,USA,level_1,0,UNITED STATES,2/8/11,0.02098469
corn,USA,level_1,0,UNITED STATES,2/9/11,0.020528116
corn,USA,level_1,0,UNITED STATES,2/10/11,0.026354447
corn,USA,level_1,0,UNITED STATES,2/11/11,0.026056326
corn,USA,level_1,0,UNITED STATES,2/12/11,0.022093636
corn,USA,level_1,0,UNITED STATES,2/13/11,0.024814543
corn,USA,level_1,0,UNITED STATES,2/14/11,0.021842957
corn,USA,level_1,0,UNITED STATES,2/15/11,0.024923377
corn,USA,level_1,0,UNITED STATES,2/16/11,0.026856799
corn,USA,level_1,0,UNITED STATES,2/17/11,0.016047207
corn,USA,level_1,0,UNITED STATES,2/18/11,0.019264265
corn,USA,level_1,0,UNITED STATES,2/19/11,0.021534072
corn,USA,level_1,0,UNITED STATES,2/20/11,0.013375184
corn,USA,level_1,0,UNITED STATES,2/21/11,0.012401696
corn,USA,level_1,0,UNITED STATES,2/22/11,0.009993291
corn,USA,level_1,0,UNITED STATES,2/23/11,0.017356466
corn,USA,level_1,0,UNITED STATES,2/24/11,0.013387878
corn,USA,level_1,0,UNITED STATES,2/25/11,0.016322862
corn,USA,level_1,0,UNITED STATES,2/26/11,0.029134033
corn,USA,level_1,0,UNITED STATES,2/27/11,0.031556057
corn,USA,level_1,0,UNITED STATES,2/28/11,0.040856038
corn,USA,level_1,0,UNITED STATES,3/1/11,0.046843551
corn,USA,level_1,0,UNITED STATES,3/2/11,0.055435012
corn,USA,level_1,0,UNITED STATES,3/3/11,0.053503646
corn,USA,level_1,0,UNITED STATES,3/4/11,0.060756918
corn,USA,level_1,0,UNITED STATES,3/5/11,0.066121232
corn,USA,level_1,0,UNITED STATES,3/6/11,0.063742971
corn,USA,level_1,0,UNITED STATES,3/7/11,0.064788286
corn,USA,level_1,0,UNITED STATES,3/8/11,0.065809124
corn,USA,level_1,0,UNITED STATES,3/9/11,0.063765055
corn,USA,level_1,0,UNITED STATES,3/10/11,0.063087254
corn,USA,level_1,0,UNITED STATES,3/11/11,0.072812313
corn,USA,level_1,0,UNITED STATES,3/12/11,0.065435463
corn,USA,level_1,0,UNITED STATES,3/13/11,0.074785489
corn,USA,level_1,0,UNITED STATES,3/14/11,0.069030747
corn,USA,level_1,0,UNITED STATES,3/15/11,0.073773525
