,crop,country_iso,metric_date,TELLUSCHIN,doy,year,adm2_code,yield
40,corn,USA,2/10/10,0.041860413,41,2010,0,152
41,corn,USA,2/11/10,0.039812374,42,2010,0,152
42,corn,USA,2/12/10,0.03216362,43,2010,0,152
43,corn,USA,2/13/10,0.03134221,44,2010,0,152
44,corn,USA,2/14/10,0.031601238,45,2010,0,152
45,corn,USA,2/15/10,0.032995442,46,2010,0,152
46,corn,USA,2/16/10,0.025025957999999997,47,2010,0,152
47,corn,USA,2/17/10,0.02374463,48,2010,0,152
48,corn,USA,2/18/10,0.019097953,49,2010,0,152
49,corn,USA,2/19/10,0.025211617999999998,50,2010,0,152
50,corn,USA,2/20/10,0.018570764,51,2010,0,152
51,corn,USA,2/21/10,0.015799093,52,2010,0,152
52,corn,USA,2/22/10,0.012683188,53,2010,0,152
53,corn,USA,2/23/10,0.016634051,54,2010,0,152
54,corn,USA,2/24/10,0.015955571,55,2010,0,152
55,corn,USA,2/25/10,0.021538354,56,2010,0,152
56,corn,USA,2/26/10,0.020173835,57,2010,0,152
57,corn,USA,2/27/10,0.020039666,58,2010,0,152
58,corn,USA,2/28/10,0.014937835,59,2010,0,152
59,corn,USA,3/1/10,0.019580923,60,2010,0,152
60,corn,USA,3/2/10,0.021317258999999998,61,2010,0,152
61,corn,USA,3/3/10,0.016229238,62,2010,0,152
62,corn,USA,3/4/10,0.01670884,63,2010,0,152
63,corn,USA,3/5/10,0.018458031,64,2010,0,152
64,corn,USA,3/6/10,0.01610536,65,2010,0,152
65,corn,USA,3/7/10,0.023811012000000003,66,2010,0,152
66,corn,USA,3/8/10,0.019863082,67,2010,0,152
67,corn,USA,3/9/10,0.018010517,68,2010,0,152
68,corn,USA,3/10/10,0.02258694,69,2010,0,152
69,corn,USA,3/11/10,0.031156969,70,2010,0,152
70,corn,USA,3/12/10,0.02673583,71,2010,0,152
71,corn,USA,3/13/10,0.035600916,72,2010,0,152
72,corn,USA,3/14/10,0.03534944,73,2010,0,152
73,corn,USA,3/15/10,0.039772193,74,2010,0,152
74,corn,USA,3/16/10,0.041127252999999996,75,2010,0,152
75,corn,USA,3/17/10,0.039165174,76,2010,0,152
76,corn,USA,3/18/10,0.039706242,77,2010,0,152
77,corn,USA,3/19/10,0.038395726,78,2010,0,152
78,corn,USA,3/20/10,0.046059837,79,2010,0,152
79,corn,USA,3/21/10,0.049987557,80,2010,0,152
80,corn,USA,3/22/10,0.054230044000000005,81,2010,0,152
81,corn,USA,3/23/10,0.058540481,82,2010,0,152
82,corn,USA,3/24/10,0.057745014000000004,83,2010,0,152
83,corn,USA,3/25/10,0.058461797,84,2010,0,152
84,corn,USA,3/26/10,0.058938757,85,2010,0,152
85,corn,USA,3/27/10,0.067980369,86,2010,0,152
86,corn,USA,3/28/10,0.065487513,87,2010,0,152
87,corn,USA,3/29/10,0.064942413,88,2010,0,152
88,corn,USA,3/30/10,0.067984997,89,2010,0,152
89,corn,USA,3/31/10,0.065906505,90,2010,0,152
90,corn,USA,4/1/10,0.062115518,91,2010,0,152
91,corn,USA,4/2/10,0.061897877999999996,92,2010,0,152
92,corn,USA,4/3/10,0.06496518,93,2010,0,152
93,corn,USA,4/4/10,0.06882234200000001,94,2010,0,152
94,corn,USA,4/5/10,0.061631992999999996,95,2010,0,152
95,corn,USA,4/6/10,0.066440851,96,2010,0,152
96,corn,USA,4/7/10,0.069282139,97,2010,0,152
97,corn,USA,4/8/10,0.070173964,98,2010,0,152
98,corn,USA,4/9/10,0.06782273,99,2010,0,152
99,corn,USA,4/10/10,0.07151482099999999,100,2010,0,152
100,corn,USA,4/11/10,0.075187647,101,2010,0,152
101,corn,USA,4/12/10,0.077841297,102,2010,0,152
102,corn,USA,4/13/10,0.077841568,103,2010,0,152
103,corn,USA,4/14/10,0.071954438,104,2010,0,152
104,corn,USA,4/15/10,0.072684579,105,2010,0,152
105,corn,USA,4/16/10,0.083117839,106,2010,0,152
106,corn,USA,4/17/10,0.080013024,107,2010,0,152
107,corn,USA,4/18/10,0.078128024,108,2010,0,152
108,corn,USA,4/19/10,0.08693741,109,2010,0,152
109,corn,USA,4/20/10,0.085240025,110,2010,0,152
110,corn,USA,4/21/10,0.08664110900000001,111,2010,0,152
111,corn,USA,4/22/10,0.090408775,112,2010,0,152
112,corn,USA,4/23/10,0.09081454800000001,113,2010,0,152
113,corn,USA,4/24/10,0.09545172199999999,114,2010,0,152
114,corn,USA,4/25/10,0.099371758,115,2010,0,152
115,corn,USA,4/26/10,0.101350485,116,2010,0,152
116,corn,USA,4/27/10,0.10170260699999999,117,2010,0,152
117,corn,USA,4/28/10,0.10406390800000001,118,2010,0,152
118,corn,USA,4/29/10,0.100965068,119,2010,0,152
119,corn,USA,4/30/10,0.10406057099999999,120,2010,0,152
120,corn,USA,5/1/10,0.107800798,121,2010,0,152
121,corn,USA,5/2/10,0.10778393800000001,122,2010,0,152
122,corn,USA,5/3/10,0.10885411800000001,123,2010,0,152
123,corn,USA,5/4/10,0.104222132,124,2010,0,152
124,corn,USA,5/5/10,0.10621301699999999,125,2010,0,152
125,corn,USA,5/6/10,0.107645715,126,2010,0,152
126,corn,USA,5/7/10,0.10935495699999999,127,2010,0,152
127,corn,USA,5/8/10,0.109130033,128,2010,0,152
128,corn,USA,5/9/10,0.11538663199999999,129,2010,0,152
129,corn,USA,5/10/10,0.11677396699999999,130,2010,0,152
130,corn,USA,5/11/10,0.11192176599999999,131,2010,0,152
131,corn,USA,5/12/10,0.121858299,132,2010,0,152
132,corn,USA,5/13/10,0.121069686,133,2010,0,152
133,corn,USA,5/14/10,0.115841184,134,2010,0,152
134,corn,USA,5/15/10,0.122615635,135,2010,0,152
135,corn,USA,5/16/10,0.119947291,136,2010,0,152
136,corn,USA,5/17/10,0.12270828,137,2010,0,152
137,corn,USA,5/18/10,0.123053386,138,2010,0,152
138,corn,USA,5/19/10,0.120415674,139,2010,0,152
139,corn,USA,5/20/10,0.128709435,140,2010,0,152
140,corn,USA,5/21/10,0.128480225,141,2010,0,152
141,corn,USA,5/22/10,0.125245624,142,2010,0,152
142,corn,USA,5/23/10,0.13381983,143,2010,0,152
143,corn,USA,5/24/10,0.129486896,144,2010,0,152
144,corn,USA,5/25/10,0.133954606,145,2010,0,152
145,corn,USA,5/26/10,0.13005206,146,2010,0,152
146,corn,USA,5/27/10,0.134202884,147,2010,0,152
147,corn,USA,5/28/10,0.135262147,148,2010,0,152
148,corn,USA,5/29/10,0.136309275,149,2010,0,152
149,corn,USA,5/30/10,0.145201838,150,2010,0,152
150,corn,USA,5/31/10,0.144672385,151,2010,0,152
151,corn,USA,6/1/10,0.1451961,152,2010,0,152
152,corn,USA,6/2/10,0.15183116,153,2010,0,152
153,corn,USA,6/3/10,0.152115952,154,2010,0,152
154,corn,USA,6/4/10,0.155154659,155,2010,0,152
155,corn,USA,6/5/10,0.149354972,156,2010,0,152
156,corn,USA,6/6/10,0.161253272,157,2010,0,152
157,corn,USA,6/7/10,0.155087441,158,2010,0,152
158,corn,USA,6/8/10,0.158310334,159,2010,0,152
159,corn,USA,6/9/10,0.164856984,160,2010,0,152
160,corn,USA,6/10/10,0.16959965,161,2010,0,152
161,corn,USA,6/11/10,0.170708483,162,2010,0,152
162,corn,USA,6/12/10,0.17792386699999999,163,2010,0,152
163,corn,USA,6/13/10,0.18151245800000002,164,2010,0,152
164,corn,USA,6/14/10,0.181100598,165,2010,0,152
165,corn,USA,6/15/10,0.186297965,166,2010,0,152
166,corn,USA,6/16/10,0.18933491,167,2010,0,152
167,corn,USA,6/17/10,0.19526476899999998,168,2010,0,152
168,corn,USA,6/18/10,0.19809601100000002,169,2010,0,152
169,corn,USA,6/19/10,0.200624969,170,2010,0,152
170,corn,USA,6/20/10,0.217350553,171,2010,0,152
171,corn,USA,6/21/10,0.21972453600000003,172,2010,0,152
172,corn,USA,6/22/10,0.224566711,173,2010,0,152
173,corn,USA,6/23/10,0.235717133,174,2010,0,152
174,corn,USA,6/24/10,0.24685318,175,2010,0,152
175,corn,USA,6/25/10,0.260428443,176,2010,0,152
176,corn,USA,6/27/10,0.279254408,178,2010,0,152
177,corn,USA,6/28/10,0.29180939100000003,179,2010,0,152
178,corn,USA,6/29/10,0.306336854,180,2010,0,152
179,corn,USA,6/30/10,0.32195581300000004,181,2010,0,152
180,corn,USA,7/1/10,0.32686655800000003,182,2010,0,152
181,corn,USA,7/2/10,0.336067264,183,2010,0,152
182,corn,USA,7/3/10,0.33831599700000003,184,2010,0,152
183,corn,USA,7/4/10,0.348456538,185,2010,0,152
184,corn,USA,7/5/10,0.356346956,186,2010,0,152
185,corn,USA,7/6/10,0.364197551,187,2010,0,152
186,corn,USA,7/7/10,0.36451118200000004,188,2010,0,152
187,corn,USA,7/8/10,0.38202120100000003,189,2010,0,152
188,corn,USA,7/9/10,0.385462659,190,2010,0,152
189,corn,USA,7/10/10,0.395057599,191,2010,0,152
190,corn,USA,7/11/10,0.40105831,192,2010,0,152
191,corn,USA,7/12/10,0.41262911,193,2010,0,152
192,corn,USA,7/13/10,0.421799253,194,2010,0,152
193,corn,USA,7/14/10,0.427147706,195,2010,0,152
194,corn,USA,7/15/10,0.42877599,196,2010,0,152
195,corn,USA,7/16/10,0.44097073700000006,197,2010,0,152
196,corn,USA,7/17/10,0.44317943,198,2010,0,152
197,corn,USA,7/18/10,0.455422162,199,2010,0,152
198,corn,USA,7/19/10,0.460397354,200,2010,0,152
199,corn,USA,7/20/10,0.47810299100000003,201,2010,0,152
200,corn,USA,7/21/10,0.48067452899999996,202,2010,0,152
201,corn,USA,7/22/10,0.488079187,203,2010,0,152
202,corn,USA,7/23/10,0.495763644,204,2010,0,152
203,corn,USA,7/24/10,0.502307871,205,2010,0,152
204,corn,USA,7/25/10,0.510442783,206,2010,0,152
205,corn,USA,7/26/10,0.518614452,207,2010,0,152
206,corn,USA,7/27/10,0.526236575,208,2010,0,152
207,corn,USA,7/28/10,0.527412425,209,2010,0,152
208,corn,USA,7/29/10,0.537098167,210,2010,0,152
209,corn,USA,7/30/10,0.546222755,211,2010,0,152
210,corn,USA,7/31/10,0.542744332,212,2010,0,152
211,corn,USA,8/1/10,0.547535585,213,2010,0,152
212,corn,USA,8/2/10,0.549519008,214,2010,0,152
213,corn,USA,8/3/10,0.55233364,215,2010,0,152
214,corn,USA,8/4/10,0.559519388,216,2010,0,152
215,corn,USA,8/5/10,0.560134116,217,2010,0,152
216,corn,USA,8/6/10,0.557444779,218,2010,0,152
217,corn,USA,8/7/10,0.5690803870000001,219,2010,0,152
218,corn,USA,8/8/10,0.568626175,220,2010,0,152
219,corn,USA,8/9/10,0.567191048,221,2010,0,152
220,corn,USA,8/10/10,0.568492126,222,2010,0,152
221,corn,USA,8/11/10,0.567270889,223,2010,0,152
222,corn,USA,8/12/10,0.569368619,224,2010,0,152
223,corn,USA,8/13/10,0.561135785,225,2010,0,152
224,corn,USA,8/14/10,0.564222884,226,2010,0,152
225,corn,USA,8/15/10,0.561962305,227,2010,0,152
226,corn,USA,8/16/10,0.550342631,228,2010,0,152
227,corn,USA,8/17/10,0.553774434,229,2010,0,152
228,corn,USA,8/18/10,0.551578461,230,2010,0,152
229,corn,USA,8/19/10,0.543029592,231,2010,0,152
230,corn,USA,8/20/10,0.538044752,232,2010,0,152
231,corn,USA,8/21/10,0.535849163,233,2010,0,152
232,corn,USA,8/22/10,0.532105715,234,2010,0,152
233,corn,USA,8/23/10,0.52548876,235,2010,0,152
234,corn,USA,8/24/10,0.528138662,236,2010,0,152
235,corn,USA,8/25/10,0.5165807410000001,237,2010,0,152
236,corn,USA,8/26/10,0.520144044,238,2010,0,152
237,corn,USA,8/27/10,0.50607924,239,2010,0,152
238,corn,USA,8/28/10,0.507775475,240,2010,0,152
239,corn,USA,8/29/10,0.493389374,241,2010,0,152
240,corn,USA,8/30/10,0.485203409,242,2010,0,152
241,corn,USA,8/31/10,0.47822568299999996,243,2010,0,152
242,corn,USA,9/1/10,0.47508835,244,2010,0,152
243,corn,USA,9/2/10,0.464571649,245,2010,0,152
244,corn,USA,9/3/10,0.45558868,246,2010,0,152
245,corn,USA,9/4/10,0.45032455299999996,247,2010,0,152
246,corn,USA,9/5/10,0.446811849,248,2010,0,152
247,corn,USA,9/6/10,0.425652737,249,2010,0,152
248,corn,USA,9/7/10,0.41778515,250,2010,0,152
249,corn,USA,9/8/10,0.414365074,251,2010,0,152
250,corn,USA,9/9/10,0.40157941,252,2010,0,152
251,corn,USA,9/10/10,0.398086237,253,2010,0,152
252,corn,USA,9/11/10,0.39337357799999995,254,2010,0,152
253,corn,USA,9/12/10,0.387324194,255,2010,0,152
254,corn,USA,9/13/10,0.371834127,256,2010,0,152
255,corn,USA,9/14/10,0.37024499200000005,257,2010,0,152
256,corn,USA,9/15/10,0.361298626,258,2010,0,152
257,corn,USA,9/16/10,0.33903975799999997,259,2010,0,152
258,corn,USA,9/17/10,0.326594631,260,2010,0,152
259,corn,USA,9/18/10,0.314986456,261,2010,0,152
260,corn,USA,9/19/10,0.303772853,262,2010,0,152
261,corn,USA,9/20/10,0.290463237,263,2010,0,152
262,corn,USA,9/21/10,0.28382674199999997,264,2010,0,152
263,corn,USA,9/22/10,0.271999891,265,2010,0,152
264,corn,USA,9/23/10,0.257838813,266,2010,0,152
265,corn,USA,9/24/10,0.25374765899999996,267,2010,0,152
266,corn,USA,9/25/10,0.24247507100000001,268,2010,0,152
267,corn,USA,9/26/10,0.238074547,269,2010,0,152
268,corn,USA,9/27/10,0.22990360399999998,270,2010,0,152
269,corn,USA,9/28/10,0.217891145,271,2010,0,152
270,corn,USA,9/29/10,0.211928855,272,2010,0,152
271,corn,USA,9/30/10,0.20021948899999997,273,2010,0,152
272,corn,USA,10/1/10,0.19937534699999998,274,2010,0,152
273,corn,USA,10/2/10,0.18870163899999998,275,2010,0,152
274,corn,USA,10/3/10,0.17935248899999998,276,2010,0,152
275,corn,USA,10/4/10,0.17186566,277,2010,0,152
276,corn,USA,10/5/10,0.166048076,278,2010,0,152
277,corn,USA,10/6/10,0.150561332,279,2010,0,152
278,corn,USA,10/7/10,0.143236697,280,2010,0,152
279,corn,USA,10/8/10,0.131258526,281,2010,0,152
280,corn,USA,10/9/10,0.130350585,282,2010,0,152
281,corn,USA,10/10/10,0.12609159,283,2010,0,152
282,corn,USA,10/11/10,0.125678028,284,2010,0,152
283,corn,USA,10/12/10,0.123239584,285,2010,0,152
284,corn,USA,10/13/10,0.12160487699999999,286,2010,0,152
285,corn,USA,10/14/10,0.119028792,287,2010,0,152
286,corn,USA,10/15/10,0.113801402,288,2010,0,152
287,corn,USA,10/16/10,0.114417862,289,2010,0,152
288,corn,USA,10/17/10,0.113503406,290,2010,0,152
289,corn,USA,10/18/10,0.115755402,291,2010,0,152
290,corn,USA,10/19/10,0.109278148,292,2010,0,152
291,corn,USA,10/20/10,0.11611021199999999,293,2010,0,152
292,corn,USA,10/21/10,0.11552814300000001,294,2010,0,152
293,corn,USA,10/22/10,0.10675064,295,2010,0,152
294,corn,USA,10/23/10,0.112414301,296,2010,0,152
295,corn,USA,10/24/10,0.109375186,297,2010,0,152
296,corn,USA,10/25/10,0.11018066900000001,298,2010,0,152
297,corn,USA,10/26/10,0.111637061,299,2010,0,152
298,corn,USA,10/27/10,0.10341289099999999,300,2010,0,152
299,corn,USA,10/28/10,0.103106976,301,2010,0,152
300,corn,USA,10/30/10,0.108121613,303,2010,0,152
301,corn,USA,10/31/10,0.101860296,304,2010,0,152
302,corn,USA,11/1/10,0.109082951,305,2010,0,152
303,corn,USA,11/2/10,0.108823934,306,2010,0,152
304,corn,USA,11/3/10,0.10520934300000001,307,2010,0,152
305,corn,USA,11/4/10,0.09945548400000001,308,2010,0,152
306,corn,USA,11/5/10,0.103690727,309,2010,0,152
307,corn,USA,11/6/10,0.097745988,310,2010,0,152
308,corn,USA,11/7/10,0.096735421,311,2010,0,152
309,corn,USA,11/8/10,0.10106074,312,2010,0,152
310,corn,USA,11/9/10,0.097802915,313,2010,0,152
311,corn,USA,11/10/10,0.092540187,314,2010,0,152
312,corn,USA,11/11/10,0.096714816,315,2010,0,152
313,corn,USA,11/12/10,0.093282663,316,2010,0,152
314,corn,USA,11/13/10,0.091428439,317,2010,0,152
315,corn,USA,11/14/10,0.086570075,318,2010,0,152
316,corn,USA,11/15/10,0.09199917699999999,319,2010,0,152
317,corn,USA,11/16/10,0.08855475800000001,320,2010,0,152
318,corn,USA,11/17/10,0.088764847,321,2010,0,152
319,corn,USA,11/18/10,0.09147346099999999,322,2010,0,152
320,corn,USA,11/19/10,0.084533561,323,2010,0,152
321,corn,USA,11/20/10,0.085825717,324,2010,0,152
322,corn,USA,11/21/10,0.084818636,325,2010,0,152
323,corn,USA,11/22/10,0.081242757,326,2010,0,152
324,corn,USA,11/23/10,0.086166714,327,2010,0,152
325,corn,USA,11/24/10,0.087329382,328,2010,0,152
326,corn,USA,11/25/10,0.088660325,329,2010,0,152
327,corn,USA,11/26/10,0.08804899699999999,330,2010,0,152
328,corn,USA,11/27/10,0.087532574,331,2010,0,152
329,corn,USA,11/28/10,0.083682701,332,2010,0,152
330,corn,USA,11/29/10,0.081538288,333,2010,0,152
331,corn,USA,11/30/10,0.078918213,334,2010,0,152
332,corn,USA,12/1/10,0.082020661,335,2010,0,152
333,corn,USA,12/2/10,0.07709883099999999,336,2010,0,152
334,corn,USA,12/3/10,0.083132767,337,2010,0,152
335,corn,USA,12/4/10,0.079736245,338,2010,0,152
336,corn,USA,12/5/10,0.079624742,339,2010,0,152
337,corn,USA,12/6/10,0.081122956,340,2010,0,152
338,corn,USA,12/7/10,0.077521023,341,2010,0,152
339,corn,USA,12/8/10,0.079444026,342,2010,0,152
340,corn,USA,12/9/10,0.075859198,343,2010,0,152
341,corn,USA,12/10/10,0.07840448900000001,344,2010,0,152
342,corn,USA,12/11/10,0.08129766299999999,345,2010,0,152
343,corn,USA,12/12/10,0.080902792,346,2010,0,152
344,corn,USA,12/13/10,0.081627663,347,2010,0,152
345,corn,USA,12/14/10,0.07970511200000001,348,2010,0,152
346,corn,USA,12/15/10,0.08603257800000001,349,2010,0,152
347,corn,USA,12/16/10,0.084318037,350,2010,0,152
348,corn,USA,12/17/10,0.081615959,351,2010,0,152
349,corn,USA,12/18/10,0.083740213,352,2010,0,152
350,corn,USA,12/19/10,0.081150188,353,2010,0,152
351,corn,USA,12/20/10,0.084270317,354,2010,0,152
352,corn,USA,12/21/10,0.079304945,355,2010,0,152
353,corn,USA,12/22/10,0.08131738599999999,356,2010,0,152
354,corn,USA,12/23/10,0.08284309,357,2010,0,152
355,corn,USA,12/25/10,0.07810582099999999,359,2010,0,152
356,corn,USA,12/26/10,0.081079833,360,2010,0,152
357,corn,USA,12/27/10,0.069672427,361,2010,0,152
358,corn,USA,12/28/10,0.06795204,362,2010,0,152
359,corn,USA,12/29/10,0.072202125,363,2010,0,152
360,corn,USA,12/30/10,0.067194857,364,2010,0,152
361,corn,USA,12/31/10,0.069232983,365,2010,0,152
362,corn,USA,1/1/11,0.060835556,1,2011,0,146
363,corn,USA,1/2/11,0.065173069,2,2011,0,146
364,corn,USA,1/3/11,0.060442613,3,2011,0,146
365,corn,USA,1/4/11,0.056250565,4,2011,0,146
366,corn,USA,1/5/11,0.055621847,5,2011,0,146
367,corn,USA,1/6/11,0.054263895,6,2011,0,146
368,corn,USA,1/7/11,0.057613238,7,2011,0,146
369,corn,USA,1/8/11,0.055720844000000005,8,2011,0,146
370,corn,USA,1/9/11,0.051990432999999996,9,2011,0,146
371,corn,USA,1/10/11,0.058340982,10,2011,0,146
372,corn,USA,1/11/11,0.062792667,11,2011,0,146
373,corn,USA,1/12/11,0.061669065999999995,12,2011,0,146
374,corn,USA,1/13/11,0.061284237000000005,13,2011,0,146
375,corn,USA,1/14/11,0.063695444,14,2011,0,146
376,corn,USA,1/16/11,0.072628981,16,2011,0,146
377,corn,USA,1/17/11,0.070697966,17,2011,0,146
378,corn,USA,1/18/11,0.06791884599999999,18,2011,0,146
379,corn,USA,1/19/11,0.07164545900000001,19,2011,0,146
380,corn,USA,1/20/11,0.074241418,20,2011,0,146
381,corn,USA,1/21/11,0.069889498,21,2011,0,146
382,corn,USA,1/22/11,0.063808345,22,2011,0,146
383,corn,USA,1/23/11,0.057848945,23,2011,0,146
384,corn,USA,1/24/11,0.052037375999999996,24,2011,0,146
385,corn,USA,1/25/11,0.048289385,25,2011,0,146
386,corn,USA,1/26/11,0.04450496599999999,26,2011,0,146
387,corn,USA,1/27/11,0.034160791,27,2011,0,146
388,corn,USA,1/28/11,0.027851359,28,2011,0,146
389,corn,USA,1/29/11,0.026824262999999997,29,2011,0,146
390,corn,USA,1/30/11,0.028728159,30,2011,0,146
391,corn,USA,1/31/11,0.017461268000000002,31,2011,0,146
392,corn,USA,2/1/11,0.020541599,32,2011,0,146
393,corn,USA,2/2/11,0.018627179,33,2011,0,146
394,corn,USA,2/3/11,0.018047765,34,2011,0,146
395,corn,USA,2/4/11,0.026026365,35,2011,0,146
396,corn,USA,2/5/11,0.026893128,36,2011,0,146
397,corn,USA,2/6/11,0.023799964,37,2011,0,146
398,corn,USA,2/7/11,0.019035777,38,2011,0,146
399,corn,USA,2/8/11,0.02098469,39,2011,0,146
400,corn,USA,2/9/11,0.020528116000000003,40,2011,0,146
401,corn,USA,2/10/11,0.026354447000000003,41,2011,0,146
402,corn,USA,2/11/11,0.026056326,42,2011,0,146
403,corn,USA,2/12/11,0.022093636,43,2011,0,146
404,corn,USA,2/13/11,0.024814542999999998,44,2011,0,146
405,corn,USA,2/14/11,0.021842957000000003,45,2011,0,146
406,corn,USA,2/15/11,0.024923377000000004,46,2011,0,146
407,corn,USA,2/16/11,0.026856799,47,2011,0,146
408,corn,USA,2/17/11,0.016047207,48,2011,0,146
409,corn,USA,2/18/11,0.019264265,49,2011,0,146
410,corn,USA,2/19/11,0.021534072,50,2011,0,146
411,corn,USA,2/20/11,0.013375183999999998,51,2011,0,146
412,corn,USA,2/21/11,0.012401696,52,2011,0,146
413,corn,USA,2/22/11,0.009993291,53,2011,0,146
414,corn,USA,2/23/11,0.017356466,54,2011,0,146
415,corn,USA,2/24/11,0.013387878,55,2011,0,146
416,corn,USA,2/25/11,0.016322862,56,2011,0,146
417,corn,USA,2/26/11,0.029134032999999997,57,2011,0,146
418,corn,USA,2/27/11,0.031556057,58,2011,0,146
419,corn,USA,2/28/11,0.040856038,59,2011,0,146
420,corn,USA,3/1/11,0.046843551,60,2011,0,146
421,corn,USA,3/2/11,0.055435012,61,2011,0,146
422,corn,USA,3/3/11,0.053503645999999995,62,2011,0,146
423,corn,USA,3/4/11,0.060756918,63,2011,0,146
424,corn,USA,3/5/11,0.066121232,64,2011,0,146
425,corn,USA,3/6/11,0.063742971,65,2011,0,146
426,corn,USA,3/7/11,0.064788286,66,2011,0,146
427,corn,USA,3/8/11,0.06580912400000001,67,2011,0,146
428,corn,USA,3/9/11,0.063765055,68,2011,0,146
429,corn,USA,3/10/11,0.06308725400000001,69,2011,0,146
430,corn,USA,3/11/11,0.072812313,70,2011,0,146
431,corn,USA,3/12/11,0.065435463,71,2011,0,146
432,corn,USA,3/13/11,0.07478548900000001,72,2011,0,146
433,corn,USA,3/14/11,0.069030747,73,2011,0,146
434,corn,USA,3/15/11,0.073773525,74,2011,0,146
435,corn,USA,3/16/11,0.076412811,75,2011,0,146
436,corn,USA,3/17/11,0.078692736,76,2011,0,146
437,corn,USA,3/18/11,0.071174876,77,2011,0,146
438,corn,USA,3/19/11,0.075174315,78,2011,0,146
439,corn,USA,3/20/11,0.075767826,79,2011,0,146
440,corn,USA,3/21/11,0.07578120599999999,80,2011,0,146
441,corn,USA,3/22/11,0.071619925,81,2011,0,146
442,corn,USA,3/23/11,0.071549584,82,2011,0,146
443,corn,USA,3/24/11,0.078314405,83,2011,0,146
444,corn,USA,3/25/11,0.07677377099999999,84,2011,0,146
445,corn,USA,3/26/11,0.078667497,85,2011,0,146
446,corn,USA,3/27/11,0.076551833,86,2011,0,146
447,corn,USA,3/28/11,0.077773813,87,2011,0,146
448,corn,USA,3/29/11,0.07366837799999999,88,2011,0,146
449,corn,USA,3/30/11,0.074245105,89,2011,0,146
450,corn,USA,3/31/11,0.07204347900000001,90,2011,0,146
451,corn,USA,4/1/11,0.071372894,91,2011,0,146
452,corn,USA,4/2/11,0.079262974,92,2011,0,146
453,corn,USA,4/4/11,0.077902439,94,2011,0,146
454,corn,USA,4/5/11,0.078999237,95,2011,0,146
455,corn,USA,4/6/11,0.082022657,96,2011,0,146
456,corn,USA,4/7/11,0.086494165,97,2011,0,146
457,corn,USA,4/8/11,0.080649061,98,2011,0,146
458,corn,USA,4/9/11,0.08085887900000001,99,2011,0,146
459,corn,USA,4/10/11,0.080469972,100,2011,0,146
460,corn,USA,4/11/11,0.086292165,101,2011,0,146
461,corn,USA,4/12/11,0.088413017,102,2011,0,146
462,corn,USA,4/13/11,0.082310098,103,2011,0,146
463,corn,USA,4/14/11,0.081587965,104,2011,0,146
464,corn,USA,4/15/11,0.08287500099999999,105,2011,0,146
465,corn,USA,4/16/11,0.079523667,106,2011,0,146
466,corn,USA,4/17/11,0.08851129,107,2011,0,146
467,corn,USA,4/18/11,0.07997268,108,2011,0,146
468,corn,USA,4/19/11,0.079681936,109,2011,0,146
